sensor_id,geo_feature,feature_type,buffer_size,count
80519,highway,turning_circle,1000,17
90925,highway,stop,500,9
16073,highway,traffic_signals,1000,6
18883,highway,stop,1000,17
134314,highway,crossing,500,49
40471,highway,bus_stop,500,9
111998,highway,stop,500,7
38371,highway,stop,1000,3
51301,highway,traffic_signals,500,21
85867,highway,turning_circle,500,1
51301,highway,crossing,1000,472
74161,highway,turning_circle,100,1
120513,highway,traffic_signals,1000,4
85823,highway,crossing,100,12
26379,highway,traffic_signals,1000,3
70007,highway,stop,500,13
122079,highway,stop,1000,67
51681,highway,turning_circle,500,9
76465,highway,motorway_junction,1000,2
61015,highway,turning_loop,1000,1
12719,highway,street_lamp,500,2
37009,highway,traffic_signals,1000,12
112310,highway,stop,1000,49
62291,highway,motorway_junction,500,1
84357,highway,stop,1000,7
70701,highway,give_way,1000,1
61619,highway,turning_circle,1000,12
74161,highway,bus_stop,1000,29
37725,highway,bus_stop,100,1
61321,highway,bus_stop,1000,1
83549,highway,traffic_signals,1000,13
6218,highway,traffic_signals,1000,9
86383,highway,turning_circle,500,9
